split,map_id,route_id,seed,fault_family,severity,warning_id,risk_score,diagnosed_signal_group,stopped,stop_allowed,localisation_poor,planning_stale_or_blocked,immediate_collision_risk,obstruction_may_be_transient,relocalisation_available,rear_clearance_m,rotation_clearance_m,repeated_recovery_count,candidate_action,guard_eligible,observed_cost,run_id,policy_id,executed_action,guard_rejected,mission_complete,collision,engineering_smoke
validation,val_02,val_02_r4,42400001,lidar_dropout,medium,val_02-val_02_r4-42400001-lidar_dropout-medium,0.3780958390115013,localisation,true,true,true,true,false,false,false,1.906396746635437,0.7128984332084656,0,wait,false,5.0,c839aaeb-29c7-4c6e-bf10-76c9eea48196,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r4,42400001,lidar_dropout,medium,val_02-val_02_r4-42400001-lidar_dropout-medium,0.3780958390115013,localisation,true,true,true,true,false,false,false,1.906396746635437,0.7128984332084656,0,controlled_stop,true,5.0,c839aaeb-29c7-4c6e-bf10-76c9eea48196,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r4,42400002,wheel_slip,medium,val_02-val_02_r4-42400002-wheel_slip-medium,0.23851808803173086,localisation,true,true,true,true,false,false,false,2.2792279720306396,0.8503787517547607,0,backup,true,16.214300000000005,65680d37-7946-429c-bcae-8f8dd7f2811d,RP_backup,backup,false,true,false,false
validation,val_02,val_02_r4,42400002,wheel_slip,medium,val_02-val_02_r4-42400002-wheel_slip-medium,0.2672835148698903,localisation,true,true,true,true,false,false,false,2.144943952560425,0.8713056445121765,0,replan_clear_costmaps,true,5.408500000000004,e0153fa8-8bef-48d8-9e9b-baf5b1abaa07,RP_replan_clear_costmaps,replan_clear_costmaps,false,true,false,false
validation,val_02,val_02_r4,42400002,wheel_slip,medium,val_02-val_02_r4-42400002-wheel_slip-medium,0.2432247891489304,planning,true,true,false,true,false,false,false,1.3138635158538818,0.795360803604126,0,spin_active_rescan,true,60.0,c161691e-e12f-4c2d-a8f7-1bff117ecb4f,RP_spin_active_rescan,spin_active_rescan,false,false,false,false
validation,val_02,val_02_r4,42400002,wheel_slip,medium,val_02-val_02_r4-42400002-wheel_slip-medium,0.2839239547093853,localisation,true,true,true,true,false,false,false,1.2804572582244873,0.7871270179748535,0,wait,false,8.504700000000012,9b87c46c-475c-4ff7-9da7-cfb3e59a5e30,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r4,42400002,wheel_slip,medium,val_02-val_02_r4-42400002-wheel_slip-medium,0.2839239547093853,localisation,true,true,true,true,false,false,false,1.2804572582244873,0.7871270179748535,0,controlled_stop,true,8.504700000000012,9b87c46c-475c-4ff7-9da7-cfb3e59a5e30,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r4,42400003,localisation_perturbation,medium,val_02-val_02_r4-42400003-localisation_perturbation-medium,0.2950993691935646,localisation,true,true,true,true,false,false,false,1.7358253002166748,0.664201557636261,0,controlled_stop,true,5.0,aebcbff8-5f62-4f07-b370-ab8a07a158cd,RP_controlled_stop,controlled_stop,false,true,false,false
validation,val_02,val_02_r4,42400003,localisation_perturbation,medium,val_02-val_02_r4-42400003-localisation_perturbation-medium,0.243027711831355,localisation,true,true,true,true,false,false,false,2.3319523334503174,0.8651074767112732,0,relocalise,false,5.017700000000001,91cfac61-113a-45a7-9ac3-aa8817d57026,RP_relocalise,controlled_stop,true,true,false,false
validation,val_02,val_02_r4,42400003,localisation_perturbation,medium,val_02-val_02_r4-42400003-localisation_perturbation-medium,0.243027711831355,localisation,true,true,true,true,false,false,false,2.3319523334503174,0.8651074767112732,0,controlled_stop,true,5.017700000000001,91cfac61-113a-45a7-9ac3-aa8817d57026,RP_relocalise,controlled_stop,true,true,false,false
validation,val_02,val_02_r4,42400003,localisation_perturbation,medium,val_02-val_02_r4-42400003-localisation_perturbation-medium,0.29523121471002817,localisation,true,true,true,true,false,false,false,2.2052619457244873,0.8390255570411682,0,spin_active_rescan,true,11.594799999999992,f158947c-e6ed-4520-a024-d0f983891a2a,RP_spin_active_rescan,spin_active_rescan,false,true,false,false
validation,val_02,val_02_r4,42400003,localisation_perturbation,medium,val_02-val_02_r4-42400003-localisation_perturbation-medium,0.32736117013180377,localisation,true,true,true,true,false,false,false,3.3029236793518066,0.7359972596168518,0,wait,false,5.0,e4e23dc9-1769-4106-aa5c-68a87847cc86,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r4,42400003,localisation_perturbation,medium,val_02-val_02_r4-42400003-localisation_perturbation-medium,0.32736117013180377,localisation,true,true,true,true,false,false,false,3.3029236793518066,0.7359972596168518,0,controlled_stop,true,5.0,e4e23dc9-1769-4106-aa5c-68a87847cc86,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r4,42400004,dynamic_blockage,medium,val_02-val_02_r4-42400004-dynamic_blockage-medium,0.25662998500732076,frontal_blockage,true,true,false,true,false,true,false,0.8169351816177368,0.8169351816177368,0,replan_clear_costmaps,true,58.637,354aa5ca-27e6-45d2-8f56-e86b9d6c8bb3,RP_replan_clear_costmaps,replan_clear_costmaps,false,false,false,false
validation,val_02,val_02_r4,42400005,planner_oscillation,medium,val_02-val_02_r4-42400005-planner_oscillation-medium,0.453134886159267,planning,true,true,false,true,false,false,false,0.4963626563549042,0.4963626563549042,0,backup,true,53.01709999999999,846a2d0e-fbdc-41bc-bbd8-fdd6b5614a22,RP_backup,backup,false,false,false,false
validation,val_02,val_02_r4,42400005,planner_oscillation,medium,val_02-val_02_r4-42400005-planner_oscillation-medium,0.3011390660227884,planning,true,true,false,true,false,false,false,0.7378774881362915,0.6388151049613953,0,controlled_stop,true,55.0,e0beba0e-963c-43cf-8584-4a1b836ca5b4,RP_controlled_stop,controlled_stop,false,false,false,false
validation,val_02,val_02_r4,42400005,planner_oscillation,medium,val_02-val_02_r4-42400005-planner_oscillation-medium,0.3898073915952068,planning,true,true,false,true,false,false,false,0.5833171606063843,0.5833171606063843,0,relocalise,false,51.6945,034467df-0ba0-4676-a6cb-e182c5da3e4b,RP_relocalise,controlled_stop,true,false,false,false
validation,val_02,val_02_r4,42400005,planner_oscillation,medium,val_02-val_02_r4-42400005-planner_oscillation-medium,0.3898073915952068,planning,true,true,false,true,false,false,false,0.5833171606063843,0.5833171606063843,0,controlled_stop,true,51.6945,034467df-0ba0-4676-a6cb-e182c5da3e4b,RP_relocalise,controlled_stop,true,false,false,false
validation,val_02,val_02_r4,42400005,planner_oscillation,medium,val_02-val_02_r4-42400005-planner_oscillation-medium,0.492974522656924,planning,true,true,false,true,false,false,false,0.6224047541618347,0.5957603454589844,0,replan_clear_costmaps,true,51.3555,951d13b7-ec19-4720-8c6b-c7a47c75d8bc,RP_replan_clear_costmaps,replan_clear_costmaps,false,false,false,false
validation,val_02,val_02_r4,42400005,planner_oscillation,medium,val_02-val_02_r4-42400005-planner_oscillation-medium,0.3512277039591675,planning,true,true,true,true,false,false,false,0.6488820314407349,0.5992444753646851,0,spin_active_rescan,true,55.1659,a9aa0c6e-921e-4217-9434-5264d9f45d43,RP_spin_active_rescan,spin_active_rescan,false,false,false,false
validation,val_02,val_02_r4,42400005,planner_oscillation,medium,val_02-val_02_r4-42400005-planner_oscillation-medium,0.4226333923643653,planning,true,true,false,true,false,false,false,0.596420168876648,0.5519230961799622,0,wait,false,54.117399999999996,c101f63c-198b-41fd-9073-dc65cfc2f6ef,RP_wait,controlled_stop,true,false,false,false
validation,val_02,val_02_r4,42400005,planner_oscillation,medium,val_02-val_02_r4-42400005-planner_oscillation-medium,0.4226333923643653,planning,true,true,false,true,false,false,false,0.596420168876648,0.5519230961799622,0,controlled_stop,true,54.117399999999996,c101f63c-198b-41fd-9073-dc65cfc2f6ef,RP_wait,controlled_stop,true,false,false,false
validation,val_02,val_02_r5,42500001,lidar_dropout,medium,val_02-val_02_r5-42500001-lidar_dropout-medium,0.27138596699971923,localisation,true,true,true,true,false,false,false,2.0910959243774414,0.7320165038108826,0,backup,true,5.759000000000011,a062fc36-231c-46e7-83db-ae7b2359467c,RP_backup,backup,false,true,false,false
validation,val_02,val_02_r5,42500001,lidar_dropout,medium,val_02-val_02_r5-42500001-lidar_dropout-medium,0.3656459043496454,localisation,true,true,true,true,false,false,false,2.1708898544311523,0.7282594442367554,0,controlled_stop,true,5.069499999999998,4a84f3b9-00ca-4b08-b169-bae17ad31c5f,RP_controlled_stop,controlled_stop,false,true,false,false
validation,val_02,val_02_r5,42500001,lidar_dropout,medium,val_02-val_02_r5-42500001-lidar_dropout-medium,0.2891765594024816,localisation,true,true,true,true,false,false,false,2.281684398651123,0.7473284006118774,0,replan_clear_costmaps,true,5.066800000000001,073dbe26-bbe0-44a7-9f9e-fbce850d483a,RP_replan_clear_costmaps,replan_clear_costmaps,false,true,false,false
validation,val_02,val_02_r5,42500001,lidar_dropout,medium,val_02-val_02_r5-42500001-lidar_dropout-medium,0.31465010568219176,localisation,true,true,true,true,false,false,false,2.3303043842315674,0.7415746450424194,0,spin_active_rescan,true,60.001,dfc82fc2-4116-43b3-8193-c9ca28ab72b5,RP_spin_active_rescan,spin_active_rescan,false,false,false,false
validation,val_02,val_02_r5,42500001,lidar_dropout,medium,val_02-val_02_r5-42500001-lidar_dropout-medium,0.4004349833780646,localisation,true,true,true,true,false,false,false,2.159308910369873,0.7307929992675781,0,wait,false,5.014099999999999,966f5eb0-94b1-4d5c-8b8b-28b17bb31684,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500001,lidar_dropout,medium,val_02-val_02_r5-42500001-lidar_dropout-medium,0.4004349833780646,localisation,true,true,true,true,false,false,false,2.159308910369873,0.7307929992675781,0,controlled_stop,true,5.014099999999999,966f5eb0-94b1-4d5c-8b8b-28b17bb31684,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500002,wheel_slip,medium,val_02-val_02_r5-42500002-wheel_slip-medium,0.29146315643845183,localisation,true,true,true,true,false,false,false,1.8935822248458862,0.7827093005180359,0,backup,true,5.632999999999999,274f48bd-9bb7-4f01-b807-fcb79d7585f3,RP_backup,backup,false,true,false,false
validation,val_02,val_02_r5,42500002,wheel_slip,medium,val_02-val_02_r5-42500002-wheel_slip-medium,0.3252716887999268,localisation,true,true,true,true,false,false,false,2.170779228210449,0.7075505256652832,0,relocalise,false,5.998999999999995,6af688f6-567d-4747-8416-2933d7b015fb,RP_relocalise,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500002,wheel_slip,medium,val_02-val_02_r5-42500002-wheel_slip-medium,0.3252716887999268,localisation,true,true,true,true,false,false,false,2.170779228210449,0.7075505256652832,0,controlled_stop,true,5.998999999999995,6af688f6-567d-4747-8416-2933d7b015fb,RP_relocalise,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500002,wheel_slip,medium,val_02-val_02_r5-42500002-wheel_slip-medium,0.31690656080253365,localisation,true,true,true,true,false,false,false,2.0367870330810547,0.7405357360839844,0,replan_clear_costmaps,true,5.007200000000001,020c6a9a-e63e-472b-b1c9-2daf1559eb76,RP_replan_clear_costmaps,replan_clear_costmaps,false,true,false,false
validation,val_02,val_02_r5,42500002,wheel_slip,medium,val_02-val_02_r5-42500002-wheel_slip-medium,0.29883946336220374,localisation,true,true,true,true,false,false,false,2.2546427249908447,0.7232223749160767,0,spin_active_rescan,true,58.0715,6ecc003c-d83a-4324-9b8d-4992637ae4bc,RP_spin_active_rescan,spin_active_rescan,false,false,false,false
validation,val_02,val_02_r5,42500002,wheel_slip,medium,val_02-val_02_r5-42500002-wheel_slip-medium,0.27236333260994566,localisation,true,true,true,true,false,false,false,2.078619956970215,0.7257311940193176,0,wait,false,5.038599999999999,9b6c7006-8468-4b7b-9dc6-89e4f08ce636,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500002,wheel_slip,medium,val_02-val_02_r5-42500002-wheel_slip-medium,0.27236333260994566,localisation,true,true,true,true,false,false,false,2.078619956970215,0.7257311940193176,0,controlled_stop,true,5.038599999999999,9b6c7006-8468-4b7b-9dc6-89e4f08ce636,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500003,localisation_perturbation,medium,val_02-val_02_r5-42500003-localisation_perturbation-medium,0.40799016920899106,localisation,true,true,true,true,false,false,false,2.1141507625579834,0.73087078332901,0,backup,true,18.1341,b8b0b569-ae49-47bd-b4bc-fb79e156742d,RP_backup,backup,false,true,false,false
validation,val_02,val_02_r5,42500003,localisation_perturbation,medium,val_02-val_02_r5-42500003-localisation_perturbation-medium,0.26641073374327584,localisation,true,true,true,false,false,false,false,2.2797744274139404,0.752566397190094,0,controlled_stop,true,6.366399999999992,c58f4762-87be-44eb-b433-9b25625470fd,RP_controlled_stop,controlled_stop,false,true,false,false
validation,val_02,val_02_r5,42500003,localisation_perturbation,medium,val_02-val_02_r5-42500003-localisation_perturbation-medium,0.29873563796498837,localisation,true,true,true,true,false,false,false,2.0740251541137695,0.7176163196563721,0,relocalise,false,5.0,57d1d949-9d05-4416-90cf-15dcd4fbea50,RP_relocalise,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500003,localisation_perturbation,medium,val_02-val_02_r5-42500003-localisation_perturbation-medium,0.29873563796498837,localisation,true,true,true,true,false,false,false,2.0740251541137695,0.7176163196563721,0,controlled_stop,true,5.0,57d1d949-9d05-4416-90cf-15dcd4fbea50,RP_relocalise,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500003,localisation_perturbation,medium,val_02-val_02_r5-42500003-localisation_perturbation-medium,0.3271106380516653,localisation,true,true,true,true,false,false,false,2.2618799209594727,0.7453207969665527,0,replan_clear_costmaps,true,8.410499999999999,303c2023-17a9-4e29-af6d-f66d66905701,RP_replan_clear_costmaps,replan_clear_costmaps,false,true,false,false
validation,val_02,val_02_r5,42500003,localisation_perturbation,medium,val_02-val_02_r5-42500003-localisation_perturbation-medium,0.2606057968455575,localisation,true,true,true,false,false,false,false,2.02742338180542,0.7463869452476501,0,spin_active_rescan,true,60.0,b9b030cc-109f-4846-874e-5766b4e2174f,RP_spin_active_rescan,spin_active_rescan,false,false,false,false
validation,val_02,val_02_r5,42500003,localisation_perturbation,medium,val_02-val_02_r5-42500003-localisation_perturbation-medium,0.39328383718217913,localisation,true,true,true,true,false,false,false,2.088391065597534,0.7373020052909851,0,wait,false,9.876999999999995,9a15a4b0-ac37-47e9-b3e5-4c88c10a3613,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500003,localisation_perturbation,medium,val_02-val_02_r5-42500003-localisation_perturbation-medium,0.39328383718217913,localisation,true,true,true,true,false,false,false,2.088391065597534,0.7373020052909851,0,controlled_stop,true,9.876999999999995,9a15a4b0-ac37-47e9-b3e5-4c88c10a3613,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500004,dynamic_blockage,medium,val_02-val_02_r5-42500004-dynamic_blockage-medium,0.26836722716266076,localisation,true,true,true,true,false,false,false,2.321835994720459,0.7383082509040833,0,backup,true,5.248899999999999,2c7c0ea5-8756-4621-8dd2-d06371d67b69,RP_backup,backup,false,true,false,false
validation,val_02,val_02_r5,42500004,dynamic_blockage,medium,val_02-val_02_r5-42500004-dynamic_blockage-medium,0.2917495661405723,localisation,true,true,true,true,false,false,false,2.227684497833252,0.715690016746521,0,relocalise,false,5.0,2fbf8061-d4da-42ba-b530-4c1be2c5ed90,RP_relocalise,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500004,dynamic_blockage,medium,val_02-val_02_r5-42500004-dynamic_blockage-medium,0.2917495661405723,localisation,true,true,true,true,false,false,false,2.227684497833252,0.715690016746521,0,controlled_stop,true,5.0,2fbf8061-d4da-42ba-b530-4c1be2c5ed90,RP_relocalise,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500004,dynamic_blockage,medium,val_02-val_02_r5-42500004-dynamic_blockage-medium,0.32185428237471875,localisation,true,true,true,false,false,false,false,1.9992146492004395,0.7139672636985779,0,wait,false,5.0,dacba507-ef88-4ccc-aa6c-9e7a9dd82874,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500004,dynamic_blockage,medium,val_02-val_02_r5-42500004-dynamic_blockage-medium,0.32185428237471875,localisation,true,true,true,false,false,false,false,1.9992146492004395,0.7139672636985779,0,controlled_stop,true,5.0,dacba507-ef88-4ccc-aa6c-9e7a9dd82874,RP_wait,controlled_stop,true,true,false,false
validation,val_02,val_02_r5,42500005,planner_oscillation,medium,val_02-val_02_r5-42500005-planner_oscillation-medium,0.2805511355084338,localisation,true,true,true,true,false,false,false,2.023163318634033,0.7312287092208862,0,replan_clear_costmaps,true,5.0,241617e2-8169-4321-8cbc-942ea7d4be37,RP_replan_clear_costmaps,replan_clear_costmaps,false,true,false,false
validation,val_02,val_02_r5,42500005,planner_oscillation,medium,val_02-val_02_r5-42500005-planner_oscillation-medium,0.3188452054852958,localisation,true,true,true,true,false,false,false,2.2524518966674805,0.7295758724212646,0,spin_active_rescan,true,60.0,611b8ccc-b8b5-4436-8e63-7eefdec87bab,RP_spin_active_rescan,spin_active_rescan,false,false,false,false
