run_id,decision_index,decision_time,amcl_x,amcl_x__age_seconds,amcl_x__missing,amcl_y,amcl_y__age_seconds,amcl_y__missing,command_angular,command_angular__age_seconds,command_angular__missing,command_linear,command_linear__age_seconds,command_linear__missing,global_path_curvature,global_path_curvature__age_seconds,global_path_curvature__missing,global_path_length,global_path_length__age_seconds,global_path_length__missing,measured_angular,measured_angular__age_seconds,measured_angular__missing,measured_linear,measured_linear__age_seconds,measured_linear__missing,minimum_front_range,minimum_front_range__age_seconds,minimum_front_range__missing,minimum_left_range,minimum_left_range__age_seconds,minimum_left_range__missing,minimum_right_range,minimum_right_range__age_seconds,minimum_right_range__missing,odom_x,odom_x__age_seconds,odom_x__missing,odom_y,odom_y__age_seconds,odom_y__missing,pose_covariance_trace,pose_covariance_trace__age_seconds,pose_covariance_trace__missing,valid_return_fraction,valid_return_fraction__age_seconds,valid_return_fraction__missing
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,0,15.635,-1.4465954852933611,1.3069999999999986,0,-0.5296056867989595,1.3069999999999986,0,0.030285771936178207,0.010999999999999233,0,0.18303631246089935,0.010999999999999233,0,0.4319253439112644,0.8869999999999987,0,2.4314517956715016,0.8869999999999987,0,0.029050101542320246,0.010999999999999233,0,0.18207567185196671,0.010999999999999233,0,1.2552176713943481,0.025999999999998025,0,0.41797077655792236,0.025999999999998025,0,0.0,0.025999999999998025,0,0.7659135071548621,0.010999999999999233,0,-0.05243938882875861,0.010999999999999233,0,0.062038349738605246,1.3069999999999986,0,1.0,0.025999999999998025,0
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,1,16.135,-1.1917716773746365,0.40300000000000047,0,-0.5462394284324407,0.40300000000000047,0,0.014986331574618816,0.0070000000000014495,0,0.18293438851833344,0.0070000000000014495,0,0.5372867594526278,0.3670000000000009,0,2.225339960958644,0.3670000000000009,0,0.01553807193786636,0.0070000000000014495,0,0.1849502742294784,0.0070000000000014495,0,1.178698182106018,0.02500000000000213,0,0.4009699821472168,0.02500000000000213,0,0.0,0.02500000000000213,0,0.8567624681487865,0.0070000000000014495,0,-0.05765670261542335,0.0070000000000014495,0,0.0827448650378608,0.40300000000000047,0,1.0,0.02500000000000213,0
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,2,16.635,-1.1917716773746365,0.9030000000000005,0,-0.5462394284324407,0.9030000000000005,0,0.02721518650650978,0.0030000000000001137,0,0.16793613135814667,0.0030000000000001137,0,0.5287913356426303,0.06899999999999906,0,2.0814445534319908,0.06899999999999906,0,0.03591823651516046,0.0030000000000001137,0,0.17022145390508023,0.0030000000000001137,0,1.1033767461776733,0.02400000000000091,0,0.39954009652137756,0.02400000000000091,0,0.0,0.02400000000000091,0,0.9440217689434176,0.0030000000000001137,0,-0.061624179935545906,0.0030000000000001137,0,0.0827448650378608,0.9030000000000005,0,1.0,0.02400000000000091,0
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,3,17.135,-1.1917716773746365,1.4030000000000005,0,-0.5462394284324407,1.4030000000000005,0,0.00041636591777205467,0.03200000000000003,0,0.1715170294046402,0.03200000000000003,0,0.5287913356426303,0.5689999999999991,0,2.0814445534319908,0.5689999999999991,0,0.006150220520834558,0.03500000000000014,0,0.17685946822166104,0.03500000000000014,0,1.0275012254714966,0.0259999999999998,0,0.4052301049232483,0.0259999999999998,0,0.0,0.0259999999999998,0,1.023937839012734,0.03500000000000014,0,-0.06424449582827911,0.03500000000000014,0,0.0827448650378608,1.4030000000000005,0,1.0,0.0259999999999998,0
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,4,17.635,-0.9544226636617336,0.4239999999999995,0,-0.560377311748512,0.4239999999999995,0,0.0032046667765825987,0.030999999999998806,0,0.1669565886259079,0.030999999999998806,0,0.6265137379795701,0.04899999999999949,0,1.8823157229895897,0.04899999999999949,0,0.011237751692504008,0.030999999999998806,0,0.1700485199689905,0.030999999999998806,0,0.977081835269928,0.02500000000000213,0,0.41787847876548767,0.02500000000000213,0,0.0,0.02500000000000213,0,1.1090631588122493,0.030999999999998806,0,-0.06677005843966555,0.030999999999998806,0,0.10023402213899849,0.4239999999999995,0,1.0,0.02500000000000213,0
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,5,18.135,-0.9544226636617336,0.9239999999999995,0,-0.560377311748512,0.9239999999999995,0,0.026916727423667908,0.06299999999999883,0,0.18425121903419495,0.06299999999999883,0,0.6265137379795701,0.5489999999999995,0,1.8823157229895897,0.5489999999999995,0,0.02691672742376532,0.027000000000001023,0,0.18425121903409653,0.027000000000001023,0,0.9200347661972046,0.027000000000001023,0,0.44949451088905334,0.027000000000001023,0,0.0,0.027000000000001023,0,1.1957544022074087,0.027000000000001023,0,-0.06856024636850534,0.027000000000001023,0,0.10023402213899849,0.9239999999999995,0,1.0,0.027000000000001023,0
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,6,18.635,-0.9544226636617336,1.4239999999999995,0,-0.560377311748512,1.4239999999999995,0,0.05153344199061394,0.053000000000000824,0,0.19057828187942505,0.053000000000000824,0,0.5303576653598943,0.01699999999999946,0,1.7231805385246028,0.01699999999999946,0,0.05173883699487131,0.022999999999999687,0,0.19053967595087742,0.022999999999999687,0,0.8717759847640991,0.0259999999999998,0,0.4702187478542328,0.0259999999999998,0,0.0,0.0259999999999998,0,1.288583528600626,0.022999999999999687,0,-0.0686279893001315,0.022999999999999687,0,0.10023402213899849,1.4239999999999995,0,1.0,0.0259999999999998,0
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,7,19.135,-0.7081112413493575,0.41499999999999915,0,-0.5674555579429503,0.41499999999999915,0,0.03136888146400452,0.0519999999999996,0,0.19462496042251587,0.0519999999999996,0,0.5303576653598943,0.5169999999999995,0,1.7231805385246028,0.5169999999999995,0,0.031368881478583764,0.019000000000001904,0,0.19462496042276606,0.019000000000001904,0,0.8296557664871216,0.027999999999998693,0,0.46326395869255066,0.027999999999998693,0,0.0,0.027999999999998693,0,1.3856039504892192,0.019000000000001904,0,-0.06644657114669138,0.019000000000001904,0,0.12956910929991694,0.41499999999999915,0,1.0,0.027999999999998693,0
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,8,19.635,-0.7081112413493575,0.9149999999999991,0,-0.5674555579429503,0.9149999999999991,0,0.01403399370610714,0.05100000000000193,0,0.19909590482711792,0.05100000000000193,0,0.5303576653598943,1.0169999999999995,0,1.7231805385246028,1.0169999999999995,0,0.014033993705946945,0.015000000000000568,0,0.1990959048271253,0.015000000000000568,0,1.6251704692840576,0.027000000000001023,0,0.4505579471588135,0.027000000000001023,0,0.0,0.027000000000001023,0,1.4860041810870521,0.015000000000000568,0,-0.06303110058833765,0.015000000000000568,0,0.12956910929991694,0.9149999999999991,0,1.0,0.027000000000001023,0
bd56dede-8a88-4c6d-93a6-e3fb9bdf5aae,9,20.135,-0.4634225779841233,0.11899999999999977,0,-0.5616320584184588,0.11899999999999977,0,0.01676241308450699,0.010999999999999233,0,0.2062101662158966,0.010999999999999233,0,0.6574057092780559,0.4969999999999999,0,1.525213483895309,0.4969999999999999,0,0.016457363707944955,0.010999999999999233,0,0.20545158237279906,0.010999999999999233,0,1.5305495262145996,0.0259999999999998,0,0.45208939909935,0.0259999999999998,0,0.0,0.0259999999999998,0,1.587661897614228,0.010999999999999233,0,-0.05888992219030196,0.010999999999999233,0,0.1400631655899608,0.11899999999999977,0,1.0,0.0259999999999998,0
