run_id,decision_index,decision_time,amcl_x,amcl_x__age_seconds,amcl_x__missing,amcl_y,amcl_y__age_seconds,amcl_y__missing,command_angular,command_angular__age_seconds,command_angular__missing,command_linear,command_linear__age_seconds,command_linear__missing,global_path_curvature,global_path_curvature__age_seconds,global_path_curvature__missing,global_path_length,global_path_length__age_seconds,global_path_length__missing,measured_angular,measured_angular__age_seconds,measured_angular__missing,measured_linear,measured_linear__age_seconds,measured_linear__missing,minimum_front_range,minimum_front_range__age_seconds,minimum_front_range__missing,minimum_left_range,minimum_left_range__age_seconds,minimum_left_range__missing,minimum_right_range,minimum_right_range__age_seconds,minimum_right_range__missing,odom_x,odom_x__age_seconds,odom_x__missing,odom_y,odom_y__age_seconds,odom_y__missing,pose_covariance_trace,pose_covariance_trace__age_seconds,pose_covariance_trace__missing,valid_return_fraction,valid_return_fraction__age_seconds,valid_return_fraction__missing
ab2f96ce-4486-4a9b-84a7-3bac35285543,0,15.671,-1.4624374847017705,1.3429999999999982,0,-0.5362910364331144,1.3429999999999982,0,0.039970263838768005,0.007999999999999119,0,0.18127179145812988,0.007999999999999119,0,0.5758543700518692,0.8989999999999991,0,2.4330475603616257,0.8989999999999991,0,0.04017629846992781,0.010999999999999233,0,0.18100410699843733,0.010999999999999233,0,1.249781608581543,0.06199999999999761,0,0.42110675573349,0.06199999999999761,0,0.0,0.06199999999999761,0,0.7695561611944781,0.010999999999999233,0,-0.052290647211826254,0.010999999999999233,0,0.055560650403066944,1.3429999999999982,0,1.0,0.06199999999999761,0
ab2f96ce-4486-4a9b-84a7-3bac35285543,1,16.171,-1.2066011859827228,0.4389999999999983,0,-0.5585090735254861,0.4389999999999983,0,0.037105679512023926,0.006999999999997897,0,0.18360234797000885,0.006999999999997897,0,0.5228133390309914,0.3789999999999978,0,2.2318088542841323,0.3789999999999978,0,0.038880455240098054,0.006999999999997897,0,0.18238326609118505,0.006999999999997897,0,3.6526432037353516,0.06099999999999994,0,0.3883020579814911,0.06099999999999994,0,0.0,0.06099999999999994,0,0.8588743918069842,0.006999999999997897,0,-0.05672240366971084,0.006999999999997897,0,0.07036706112134576,0.4389999999999983,0,0.9,0.06099999999999994,0
ab2f96ce-4486-4a9b-84a7-3bac35285543,2,16.671,-1.2066011859827228,0.9389999999999983,0,-0.5585090735254861,0.9389999999999983,0,0.025779742747545242,0.06599999999999895,0,0.18206220865249634,0.06599999999999895,0,0.5228133390309914,0.8789999999999978,0,2.2318088542841323,0.8789999999999978,0,0.025779742747760254,0.002999999999996561,0,0.18206220865250405,0.002999999999996561,0,3.5714046955108643,0.06299999999999883,0,0.40062853693962097,0.06299999999999883,0,0.0,0.06299999999999883,0,0.9492381493310154,0.002999999999996561,0,-0.05953949850344741,0.002999999999996561,0,0.07036706112134576,0.9389999999999983,0,0.9,0.06299999999999883,0
ab2f96ce-4486-4a9b-84a7-3bac35285543,3,17.171,-1.2066011859827228,1.4389999999999983,0,-0.5585090735254861,1.4389999999999983,0,0.02356553263962269,0.06799999999999784,0,0.17177602648735046,0.06799999999999784,0,0.5408816727043091,0.3589999999999982,0,2.031764407138432,0.3589999999999982,0,0.02356553264695617,0.03499999999999659,0,0.1717760264878724,0.03499999999999659,0,3.443866491317749,0.06199999999999761,0,0.3915576934814453,0.06199999999999761,0,0.0,0.06199999999999761,0,1.0302827194789124,0.03499999999999659,0,-0.060877564866899346,0.03499999999999659,0,0.07036706112134576,1.4389999999999983,0,0.9,0.06199999999999761,0
ab2f96ce-4486-4a9b-84a7-3bac35285543,4,17.671,-0.9548593576918846,0.4599999999999973,0,-0.56958057379668,0.4599999999999973,0,0.019248977303504944,0.06699999999999662,0,0.17130960524082184,0.06699999999999662,0,0.5408816727043091,0.8589999999999982,0,2.031764407138432,0.8589999999999982,0,0.019248977303594327,0.030999999999998806,0,0.17130960524083622,0.030999999999998806,0,3.359269142150879,0.06099999999999994,0,0.42244571447372437,0.06099999999999994,0,0.0,0.06099999999999994,0,1.117412637533894,0.030999999999998806,0,-0.06137389521727886,0.030999999999998806,0,0.09064896093324964,0.4599999999999973,0,0.9,0.06099999999999994,0
ab2f96ce-4486-4a9b-84a7-3bac35285543,5,18.171,-0.9548593576918846,0.9599999999999973,0,-0.56958057379668,0.9599999999999973,0,0.0172771904617548,0.02699999999999747,0,0.17254623770713806,0.02699999999999747,0,0.566281033798201,0.3299999999999983,0,1.8815855637680226,0.3299999999999983,0,0.01795402932681938,0.02699999999999747,0,0.1687201946969808,0.02699999999999747,0,3.2697179317474365,0.05999999999999872,0,0.4412749111652374,0.05999999999999872,0,0.0,0.05999999999999872,0,1.202035687364025,0.02699999999999747,0,-0.06101566331989187,0.02699999999999747,0,0.09064896093324964,0.9599999999999973,0,0.9,0.05999999999999872,0
ab2f96ce-4486-4a9b-84a7-3bac35285543,6,18.671,-0.9548593576918846,1.4599999999999973,0,-0.56958057379668,1.4599999999999973,0,0.022554783150553703,0.01699999999999946,0,0.16906872391700745,0.01699999999999946,0,0.566281033798201,0.8299999999999983,0,1.8815855637680226,0.8299999999999983,0,0.02704362944753654,0.022999999999999687,0,0.17433205246909128,0.022999999999999687,0,3.1734039783477783,0.06199999999999761,0,0.48435524106025696,0.06199999999999761,0,0.0,0.06199999999999761,0,1.2894647279093645,0.022999999999999687,0,-0.059897549534252005,0.022999999999999687,0,0.09064896093324964,1.4599999999999973,0,0.9,0.06199999999999761,0
ab2f96ce-4486-4a9b-84a7-3bac35285543,7,19.171,-0.7171218781689124,0.45099999999999696,0,-0.5560451429217602,0.45099999999999696,0,0.006862355396151543,0.015999999999998238,0,0.1800021231174469,0.015999999999998238,0,0.6019850240876015,0.3099999999999987,0,1.7314871592127385,0.3099999999999987,0,0.003748962857122938,0.01899999999999835,0,0.1757810929285804,0.01899999999999835,0,3.09822678565979,0.0639999999999965,0,0.5300182104110718,0.0639999999999965,0,0.0,0.0639999999999965,0,1.3759689832890145,0.01899999999999835,0,-0.05788734657955115,0.01899999999999835,0,0.10564191521594662,0.45099999999999696,0,0.9,0.0639999999999965,0
ab2f96ce-4486-4a9b-84a7-3bac35285543,8,19.671,-0.7171218781689124,0.950999999999997,0,-0.5560451429217602,0.950999999999997,0,-0.000138912902912125,0.005999999999996675,0,0.17164352536201477,0.005999999999996675,0,0.6019850240876015,0.8099999999999987,0,1.7314871592127385,0.8099999999999987,0,0.005020800052084639,0.014999999999997016,0,0.17070674896220164,0.014999999999997016,0,3.001608371734619,0.06299999999999883,0,0.5817504525184631,0.06299999999999883,0,0.0,0.06299999999999883,0,1.4623968985347242,0.014999999999997016,0,-0.05534646163250817,0.014999999999997016,0,0.10564191521594662,0.950999999999997,0,0.9,0.06299999999999883,0
ab2f96ce-4486-4a9b-84a7-3bac35285543,9,20.171,-0.7171218781689124,1.450999999999997,0,-0.5560451429217602,1.450999999999997,0,-0.012696334160864353,0.007999999999999119,0,0.17462880909442902,0.007999999999999119,0,0.46346003604226754,0.2779999999999987,0,1.5223311386956773,0.2779999999999987,0,-0.009510063974205046,0.010999999999999233,0,0.17403620481494614,0.010999999999999233,0,2.938953161239624,0.06199999999999761,0,0.6040182113647461,0.06199999999999761,0,0.0,0.06199999999999761,0,1.550518410417068,0.010999999999999233,0,-0.05301720585531679,0.010999999999999233,0,0.10564191521594662,1.450999999999997,0,0.9,0.06199999999999761,0
