run_id,decision_index,decision_time,amcl_x,amcl_x__age_seconds,amcl_x__missing,amcl_y,amcl_y__age_seconds,amcl_y__missing,command_angular,command_angular__age_seconds,command_angular__missing,command_linear,command_linear__age_seconds,command_linear__missing,confidence_mean,confidence_mean__age_seconds,confidence_mean__missing,global_path_curvature,global_path_curvature__age_seconds,global_path_curvature__missing,global_path_length,global_path_length__age_seconds,global_path_length__missing,inference_latency_ms,inference_latency_ms__age_seconds,inference_latency_ms__missing,measured_angular,measured_angular__age_seconds,measured_angular__missing,measured_linear,measured_linear__age_seconds,measured_linear__missing,minimum_front_range,minimum_front_range__age_seconds,minimum_front_range__missing,minimum_left_range,minimum_left_range__age_seconds,minimum_left_range__missing,minimum_right_range,minimum_right_range__age_seconds,minimum_right_range__missing,odom_x,odom_x__age_seconds,odom_x__missing,odom_y,odom_y__age_seconds,odom_y__missing,pose_covariance_trace,pose_covariance_trace__age_seconds,pose_covariance_trace__missing,uncertainty_mean,uncertainty_mean__age_seconds,uncertainty_mean__missing,valid_return_fraction,valid_return_fraction__age_seconds,valid_return_fraction__missing
f5aaf759-5702-4fe2-8f72-0f39b8ab6db5,0,20.21,-1.9637757615308866,0.9860000000000007,0,-0.49337232015855315,0.9860000000000007,0,0.1235969141125679,0.013999999999999346,0,0.010275579988956451,0.013999999999999346,0,0.8372458057012409,0.07099999999999795,0,2.15355139603409,0.8870000000000005,0,5.3148149344205935,0.8870000000000005,0,9.52682113647461,0.07099999999999795,0,0.10507278890366342,0.013999999999999346,0,0.009605470808170953,0.013999999999999346,0,0.909880518913269,0.10099999999999909,0,0.5908335447311401,0.10099999999999909,0,0.0,0.10099999999999909,0,0.02637121370693672,0.013999999999999346,0,0.0067530136153334756,0.013999999999999346,0,0.023346067304674548,0.9860000000000007,0,0.009898829764957782,0.07099999999999795,0,1.0,0.10099999999999909,0
f5aaf759-5702-4fe2-8f72-0f39b8ab6db5,1,20.71,-1.9637757615308866,1.4860000000000007,0,-0.49337232015855315,1.4860000000000007,0,0.1257554590702057,0.004000000000001336,0,0.016722669824957848,0.004000000000001336,0,0.840458228502733,0.06700000000000017,0,2.28839689131465,0.3670000000000009,0,5.323244190369879,0.3670000000000009,0,9.576848983764648,0.06700000000000017,0,0.13019351661212347,0.00999999999999801,0,0.014136959798628546,0.00999999999999801,0,0.9339859485626221,0.09999999999999787,0,0.5771896839141846,0.09999999999999787,0,0.0,0.09999999999999787,0,0.03127817329033777,0.00999999999999801,0,0.00982799167565639,0.00999999999999801,0,0.023346067304674548,1.4860000000000007,0,0.008770396705540974,0.06700000000000017,0,1.0,0.09999999999999787,0
f5aaf759-5702-4fe2-8f72-0f39b8ab6db5,2,21.21,-1.9497491769300916,0.18599999999999994,0,-0.4841335181679988,0.18599999999999994,0,0.12399358302354813,0.0030000000000001137,0,0.018012695014476776,0.0030000000000001137,0,0.84236111838681,0.06599999999999895,0,2.28839689131465,0.8670000000000009,0,5.323244190369879,0.8670000000000009,0,10.594653129577637,0.06599999999999895,0,0.12535633146763622,0.006000000000000227,0,0.01875413954257332,0.006000000000000227,0,0.9771549105644226,0.0,0,0.577575147151947,0.0,0,0.0,0.0,0,0.03852233180437999,0.006000000000000227,0,0.014971273050438084,0.006000000000000227,0,0.026347126368525618,0.18599999999999994,0,0.006171962496580742,0.06599999999999895,0,1.0,0.0,0
f5aaf759-5702-4fe2-8f72-0f39b8ab6db5,3,21.71,-1.9497491769300916,0.6859999999999999,0,-0.4841335181679988,0.6859999999999999,0,0.1201958954334259,0.07399999999999807,0,0.014733176678419113,0.07399999999999807,0,0.8360839732130989,0.09199999999999875,0,2.7268844112163424,0.34699999999999775,0,5.346057646162088,0.34699999999999775,0,9.55710220336914,0.09199999999999875,0,0.12019589543350048,0.038000000000000256,0,0.014733176678414483,0.038000000000000256,0,1.7044551372528076,0.10099999999999909,0,0.5702064633369446,0.10099999999999909,0,0.0,0.10099999999999909,0,0.044509589256878264,0.038000000000000256,0,0.019780513863844846,0.038000000000000256,0,0.026347126368525618,0.6859999999999999,0,0.004970757279031659,0.09199999999999875,0,1.0,0.10099999999999909,0
f5aaf759-5702-4fe2-8f72-0f39b8ab6db5,4,22.21,-1.9497491769300916,1.186,0,-0.4841335181679988,1.186,0,0.1321387141942978,0.03399999999999892,0,0.02856459468603134,0.03399999999999892,0,0.8229113396878044,0.08800000000000097,0,2.7268844112163424,0.8469999999999978,0,5.346057646162088,0.8469999999999978,0,9.370599746704102,0.08800000000000097,0,0.13282038570330643,0.03399999999999892,0,0.03343276046286608,0.03399999999999892,0,1.6949419975280762,0.0010000000000012221,0,0.5643243193626404,0.0010000000000012221,0,0.0,0.0010000000000012221,0,0.05615514400562908,0.03399999999999892,0,0.030434663526958557,0.03399999999999892,0,0.026347126368525618,1.186,0,0.0036420514524824438,0.08800000000000097,0,1.0,0.0010000000000012221,0
f5aaf759-5702-4fe2-8f72-0f39b8ab6db5,5,22.71,-1.9183281750745744,0.09600000000000009,0,-0.45636807429709475,0.09600000000000009,0,0.1289815753698349,0.02400000000000091,0,0.050495877861976624,0.02400000000000091,0,0.7962770520430058,0.08699999999999974,0,2.9670821156999523,0.31799999999999784,0,5.305853035912887,0.31799999999999784,0,9.540143966674805,0.08699999999999974,0,0.13402543960827906,0.030000000000001137,0,0.045903056859862325,0.030000000000001137,0,1.6821098327636719,0.0,0,0.5815334320068359,0.0,0,0.0,0.0,0,0.06827084385110924,0.030000000000001137,0,0.04305364877928864,0.030000000000001137,0,0.02873002137025189,0.09600000000000009,0,0.0030265105112982364,0.08699999999999974,0,1.0,0.0,0
f5aaf759-5702-4fe2-8f72-0f39b8ab6db5,6,23.21,-1.9183281750745744,0.5960000000000001,0,-0.45636807429709475,0.5960000000000001,0,0.12000896036624908,0.022999999999999687,0,0.03383887559175491,0.022999999999999687,0,0.7804867735924199,0.08899999999999864,0,2.9670821156999523,0.8179999999999978,0,5.305853035912887,0.8179999999999978,0,9.766153335571289,0.08899999999999864,0,0.12179447560961583,0.0259999999999998,0,0.03525712103959385,0.0259999999999998,0,1.650450348854065,0.10099999999999909,0,0.5892491340637207,0.10099999999999909,0,0.0,0.10099999999999909,0,0.08254512898702585,0.0259999999999998,0,0.05982894764229404,0.0259999999999998,0,0.02873002137025189,0.5960000000000001,0,0.003311139177811568,0.08899999999999864,0,1.0,0.10099999999999909,0
f5aaf759-5702-4fe2-8f72-0f39b8ab6db5,7,23.71,-1.9183281750745744,1.096,0,-0.45636807429709475,1.096,0,0.11404601484537125,0.012999999999998124,0,0.043357621878385544,0.012999999999998124,0,0.8102416606682042,0.08800000000000097,0,2.9652210948170246,0.2889999999999979,0,5.311836901724269,0.2889999999999979,0,9.824801445007324,0.08800000000000097,0,0.11083413661112229,0.021999999999998465,0,0.044057425112066104,0.021999999999998465,0,1.6381829977035522,0.0009999999999976694,0,0.6016935706138611,0.0009999999999976694,0,0.0,0.0009999999999976694,0,0.09390825540475221,0.021999999999998465,0,0.07509396142093237,0.021999999999998465,0,0.02873002137025189,1.096,0,0.002996617846172563,0.08800000000000097,0,1.0,0.0009999999999976694,0
f5aaf759-5702-4fe2-8f72-0f39b8ab6db5,8,24.21,-1.9183281750745744,1.596,0,-0.45636807429709475,1.596,0,0.10098154842853546,0.015000000000000568,0,0.02691548876464367,0.015000000000000568,0,0.846095585503305,0.08699999999999974,0,2.9652210948170246,0.7889999999999979,0,5.311836901724269,0.7889999999999979,0,8.891923904418945,0.08699999999999974,0,0.1020688265563187,0.018000000000000682,0,0.030976980924600005,0.018000000000000682,0,1.6269001960754395,0.0990000000000002,0,0.6108916997909546,0.0990000000000002,0,0.0,0.0990000000000002,0,0.10380791479131858,0.018000000000000682,0,0.09006220467982569,0.018000000000000682,0,0.02873002137025189,1.596,0,0.002545685627125144,0.08699999999999974,0,1.0,0.0990000000000002,0
f5aaf759-5702-4fe2-8f72-0f39b8ab6db5,9,24.71,-1.8772189886313098,0.4009999999999998,0,-0.40360861498120626,0.4009999999999998,0,0.114844910800457,0.013999999999999346,0,0.02326815389096737,0.013999999999999346,0,0.8856646910697843,0.06799999999999784,0,2.6530944172893576,0.26899999999999835,0,5.225765525236236,0.26899999999999835,0,9.151291847229004,0.06799999999999784,0,0.11242519940154101,0.013999999999999346,0,0.027389737964007975,0.013999999999999346,0,1.6121190786361694,0.10099999999999909,0,0.6120498180389404,0.10099999999999909,0,0.0,0.10099999999999909,0,0.11053641589073351,0.013999999999999346,0,0.10158941489422356,0.013999999999999346,0,0.030402411772433992,0.4009999999999998,0,0.0022124117781553267,0.06799999999999784,0,1.0,0.10099999999999909,0
